,Date,Favored Team,Underdog Team,Favored Spread,Predicted Outcome,Confidence,Vig,Over Under,Predicted Total,Over Under Vig,Over Under Bet To Take,Over Under Conf,Spread Bet To Take,Half Kelly,Quarter Kelly,Over Under H Kelly,Final Score,Spread Cover,Over Cover
11,01/06/2022,South Alabama,Appalachian State,-6.0,South Alabama Wins By 7.0,51.42%,-110,134.0,136.5,-105.0,Over 134.0,48.62%,South Alabama -6.0,-1.%,-0.%,2.7%,,,
12,01/06/2022,Seattle,Chicago State,-10.0,Seattle Wins By 9.3,51.42%,-115,140.5,135.5,-120.0,Under 140.5,55.88%,Chicago State +10.0,-2.%,-1.%,-0.%,,,
13,01/06/2022,Tarleton State,Sam Houston State,-3.5,Tarleton State Wins By 6.0,51.42%,-110,127.5,129.5,100.0,Over 127.5,48.62%,Tarleton State -3.5,-1.%,-0.%,3.9%,,,
14,01/06/2022,Montana State,Idaho,-10.0,Montana State Wins By 7.1,51.42%,-115,146.0,143.8,-115.0,Under 146.0,55.88%,Idaho +10.0,-2.%,-1.%,0.4%,,,
15,01/06/2022,Coastal Carolina,Troy,-1.0,Coastal Carolina Wins By 1.6,51.42%,100,138.5,138.3,-115.0,Under 138.5,55.88%,Coastal Carolina -1.0,1.4%,0.7%,0.4%,,,
16,01/06/2022,Georgia State,UT Arlington,-7.5,Georgia State Wins By 5.9,51.42%,-115,137.0,145.6,-115.0,Over 137.0,48.62%,UT Arlington +7.5,-2.%,-1.%,0.4%,,,
17,01/06/2022,Rice,Middle Tennessee,-4.5,Rice Wins By 2.0,51.42%,-105,151.0,147.8,-110.0,Under 151.0,48.62%,Middle Tennessee +4.5,0.2%,0.1%,1.6%,,,
18,01/06/2022,Oral Roberts,St. Thomas,-4.5,St. Thomas Wins By 2.2,51.42%,-110,156.5,152.8,100.0,Under 156.5,48.62%,St. Thomas +4.5,-1.%,-0.%,3.9%,,,
19,01/06/2022,Nicholls State,Incarnate Word,-11.5,Nicholls State Wins By 8.3,55.25%,100,145.5,143.9,-115.0,Under 145.5,56.35%,Incarnate Word +11.5,5.2%,2.6%,0.4%,,,
20,01/06/2022,Texas A&M Corpus Chris,Northwestern State,-8.5,Texas A&M Corpus Chris Wins By 7.5,57.32%,-115,152.0,139.9,-115.0,Under 152.0,56.35%,Northwestern State +8.5,4.1%,2.1%,0.4%,,,
21,01/06/2022,New Orleans,McNeese State,-2.0,New Orleans Wins By 2.6,55.25%,-105,151.5,145.9,-105.0,Under 151.5,56.35%,New Orleans -2.0,4.1%,2.1%,2.7%,,,
22,01/06/2022,Tennessee State,Tennessee Martin,-5.5,Tennessee State Wins By 4.9,51.42%,100,144.5,141.9,-105.0,Under 144.5,48.62%,Tennessee Martin +5.5,1.4%,0.7%,2.7%,,,
23,01/06/2022,Sacred Heart,Central Connecticut,-3.5,Sacred Heart Wins By 1.6,51.42%,-110,141.5,138.7,-115.0,Under 141.5,55.88%,Central Connecticut +3.5,-1.%,-0.%,0.4%,,,
24,01/06/2022,UTSA,Southern Miss,-3.5,UTSA Wins By 2.8,51.42%,-115,134.5,133.8,-110.0,Under 134.5,48.62%,Southern Miss +3.5,-2.%,-1.%,1.6%,,,
25,01/06/2022,St. Francis PA,St. Francis NY,-2.5,St. Francis NY Wins By 1.2,51.42%,100,141.5,139.6,-110.0,Under 141.5,48.62%,St. Francis NY +2.5,1.4%,0.7%,1.6%,,,
26,01/06/2022,Radford,USC Upstate,-4.5,USC Upstate Wins By 0.7,51.42%,100,133.0,136.7,-105.0,Over 133.0,48.62%,USC Upstate +4.5,1.4%,0.7%,2.7%,,,
27,01/05/2022,Houston,South Florida,-15.0,Houston Wins By 19.9,50.35%,-110,120.5,133.9,-110.0,Over 120.5,53.78%,Houston -15.0,-2.%,-1.%,1.6%,83-66,1.0,1.0
28,01/05/2022,Villanova,Creighton,-11.5,Villanova Wins By 8.1,55.25%,-110,130.0,131.2,-120.0,Over 130.0,56.35%,Creighton +11.5,3.0%,1.5%,-0.%,75-41,0.0,0.0
29,01/05/2022,Tennessee,Mississippi,-15.5,Tennessee Wins By 13.2,50.35%,-110,133.0,136.9,-120.0,Over 133.0,56.35%,Mississippi +15.5,-2.%,-1.%,-0.%,66-60,1.0,0.0
30,01/05/2022,Michigan State,Nebraska,-15.5,Michigan State Wins By 17.7,50.35%,-115,151.5,150.3,-120.0,Under 151.5,56.35%,Michigan State -15.5,-3.%,-1.%,-0.%,79-67,0.0,1.0
31,01/05/2022,Florida,Alabama,-2.0,Florida Wins By 2.6,55.25%,-110,148.0,142.0,-110.0,Under 148.0,56.35%,Florida -2.0,3.0%,1.5%,1.6%,70-83,0.0,0.0
32,01/05/2022,North Carolina,Notre Dame,-3.0,North Carolina Wins By 2.5,50.35%,-110,145.5,143.5,-105.0,Under 145.5,54.06%,Notre Dame +3.0,-2.%,-1.%,2.7%,73-78,1.0,0.0
33,01/05/2022,Iowa State,Texas Tech,-2.5,Iowa State Wins By 2.6,55.25%,-110,126.0,127.5,-115.0,Over 126.0,56.35%,Iowa State -2.5,3.0%,1.5%,0.4%,51-47,1.0,0.0
34,01/05/2022,UCF,Temple,-10.5,UCF Wins By 9.3,51.42%,-110,133.5,133.6,-105.0,Over 133.5,56.35%,Temple +10.5,-1.%,-0.%,2.7%,62-66,1.0,0.0
35,01/05/2022,Northwestern,Penn State,-6.5,Northwestern Wins By 6.0,55.25%,-110,130.0,129.5,-110.0,Under 130.0,56.35%,Penn State +6.5,3.0%,1.5%,1.6%,70-74,1.0,0.0
36,01/05/2022,Davidson,Saint Joseph's,-4.0,Davidson Wins By 2.5,51.42%,-110,142.0,137.0,-115.0,Under 142.0,54.06%,Saint Joseph's +4.0,-1.%,-0.%,0.4%,88-73,0.0,0.0
37,01/05/2022,Chattanooga,Wofford,-1.0,Chattanooga Wins By 2.4,51.42%,-110,137.0,135.2,-115.0,Under 137.0,54.06%,Chattanooga -1.0,-1.%,-0.%,0.4%,75-67,1.0,0.0
38,01/05/2022,Missouri State,Bradley,-1.0,Missouri State Wins By 1.5,51.42%,-110,137.0,135.8,-105.0,Under 137.0,54.06%,Missouri State -1.0,-1.%,-0.%,2.7%,71-69,1.0,0.0
39,01/05/2022,Dayton,VCU,-2.0,Dayton Wins By 2.3,55.25%,-110,125.0,128.7,100.0,Over 125.0,56.35%,Dayton -2.0,3.0%,1.5%,3.9%,52-53,0.0,0.0
40,01/05/2022,Richmond,Massachusetts,-9.5,Richmond Wins By 8.1,55.25%,-110,150.0,155.6,-110.0,Over 150.0,56.35%,Massachusetts +9.5,3.0%,1.5%,1.6%,80-72,1.0,1.0
41,01/05/2022,Furman,UNC Greensboro,-3.5,Furman Wins By 3.6,51.42%,100,129.5,132.6,-115.0,Over 129.5,54.06%,Furman -3.5,1.4%,0.7%,0.4%,58-54,1.0,0.0
42,01/05/2022,Buffalo,Bowling Green,-9.0,Buffalo Wins By 7.9,51.42%,-110,162.0,153.4,-115.0,Under 162.0,56.35%,Bowling Green +9.0,-1.%,-0.%,0.4%,99-88,0.0,0.0
43,01/05/2022,Cleveland State,Fort Wayne,-10.0,Cleveland State Wins By 9.9,51.42%,-110,146.0,148.8,-115.0,Over 146.0,56.35%,Fort Wayne +10.0,-1.%,-0.%,0.4%,65-58,1.0,0.0
44,01/05/2022,East Carolina,Tulane,-1.5,East Carolina Wins By 2.7,55.25%,100,140.0,146.5,-110.0,Over 140.0,56.35%,East Carolina -1.5,5.2%,2.6%,1.6%,88-80,1.0,1.0
45,01/05/2022,Campbell,UNC Asheville,-7.5,Campbell Wins By 6.4,51.42%,-105,132.5,135.8,-110.0,Over 132.5,56.35%,UNC Asheville +7.5,0.2%,0.1%,1.6%,54-60,1.0,0.0
46,01/05/2022,Indiana State,Evansville,-5.5,Indiana State Wins By 7.5,51.42%,-110,135.5,131.6,-115.0,Under 135.5,56.35%,Indiana State -5.5,-1.%,-0.%,0.4%,,,
47,01/05/2022,Mercer,Samford,-6.0,Mercer Wins By 6.0,51.42%,-110,143.0,142.6,-110.0,Under 143.0,56.35%,Samford +6.0,-1.%,-0.%,1.6%,83-80,1.0,0.0
48,01/05/2022,Texas Southern,Grambling State,-6.5,Texas Southern Wins By 5.1,51.42%,-105,134.5,135.0,-110.0,Over 134.5,54.06%,Grambling State +6.5,0.2%,0.1%,1.6%,67-61,1.0,0.0
49,01/05/2022,Youngstown State,Robert Morris,-3.5,Youngstown State Wins By 1.4,51.42%,-105,144.5,146.6,-105.0,Over 144.5,54.06%,Robert Morris +3.5,0.2%,0.1%,2.7%,64-60,0.0,0.0
50,01/05/2022,Jackson State,Alcorn State,-7.5,Jackson State Wins By 7.1,51.42%,-110,123.5,132.2,-110.0,Over 123.5,56.35%,Alcorn State +7.5,-1.%,-0.%,1.6%,50-65,1.0,0.0
51,01/05/2022,FIU,Bethune Cookman,-12.5,FIU Wins By 8.8,51.42%,-105,129.5,133.9,-110.0,Over 129.5,56.35%,Bethune Cookman +12.5,0.2%,0.1%,1.6%,68-65,1.0,1.0
52,01/05/2022,North Carolina A&T,Presbyterian,-1.5,North Carolina A&T Wins By 3.0,51.42%,-115,128.5,136.5,-110.0,Over 128.5,56.35%,North Carolina A&T -1.5,-2.%,-1.%,1.6%,65-57,1.0,0.0
53,01/05/2022,Green Bay,Milwaukee,-2.5,Green Bay Wins By 2.3,51.42%,-110,131.0,139.3,-110.0,Over 131.0,56.35%,Milwaukee +2.5,-1.%,-0.%,1.6%,49-63,1.0,0.0
54,01/05/2022,Alabama State,Arkansas Pine Bluff,-3.5,Alabama State Wins By 2.3,51.42%,-115,141.5,135.6,-110.0,Under 141.5,54.06%,Arkansas Pine Bluff +3.5,-2.%,-1.%,1.6%,68-70,1.0,1.0
55,01/05/2022,Alabama A&M,Mississippi Valley State,-7.5,Alabama A&M Wins By 4.5,51.42%,-110,138.5,138.0,-110.0,Under 138.5,54.06%,Mississippi Valley State +7.5,-1.%,-0.%,1.6%,72-67,1.0,0.0
56,01/04/2022,Baylor,Oklahoma,-13.0,Baylor Wins By 11.4,50.35%,-105,137.5,140.5,-110.0,Over 137.5,56.35%,Oklahoma +13.0,-0.%,-0.%,1.6%,84-74,1.0,1.0
57,01/04/2022,Kansas,Oklahoma State,-6.5,Kansas Wins By 5.9,50.35%,-110,146.0,149.6,-115.0,Over 146.0,54.06%,Oklahoma State +6.5,-2.%,-1.%,0.4%,74-63,0.0,0.0
58,01/04/2022,Auburn,South Carolina,-10.0,Auburn Wins By 9.3,50.35%,-110,145.0,142.2,-110.0,Under 145.0,54.06%,South Carolina +10.0,-2.%,-1.%,1.6%,81-66,0.0,0.0
59,01/04/2022,Texas,Kansas State,-6.5,Texas Wins By 7.2,50.35%,-110,123.0,127.6,-110.0,Over 123.0,54.06%,Texas -6.5,-2.%,-1.%,1.6%,70-57,1.0,1.0
60,01/04/2022,Duke,Georgia Tech,-17.5,Duke Wins By 15.1,50.35%,-115,141.0,143.5,-115.0,Over 141.0,56.35%,Georgia Tech +17.5,-3.%,-1.%,0.4%,69-57,1.0,0.0
61,01/04/2022,Illinois,Minnesota,-7.0,Illinois Wins By 4.0,50.35%,-110,140.0,143.2,-115.0,Over 140.0,54.06%,Minnesota +7.0,-2.%,-1.%,0.4%,76-53,0.0,0.0
62,01/04/2022,Providence,Marquette,-2.0,Providence Wins By 5.7,50.35%,-110,138.0,132.9,100.0,Under 138.0,54.06%,Providence -2.0,-2.%,-1.%,3.9%,56-88,0.0,0.0
63,01/04/2022,Virginia Tech,North Carolina State,-10.0,Virginia Tech Wins By 11.0,50.35%,100,138.0,139.7,100.0,Over 138.0,56.35%,Virginia Tech -10.0,0.4%,0.2%,3.9%,63-68,0.0,0.0
64,01/04/2022,Memphis,Tulsa,-13.5,Memphis Wins By 13.4,50.35%,-105,144.0,144.6,-105.0,Over 144.0,56.35%,Tulsa +13.5,-0.%,-0.%,2.7%,67-64,1.0,0.0
65,01/04/2022,Colorado State,Air Force,-20.5,Colorado State Wins By 18.5,50.35%,-105,132.5,138.4,100.0,Over 132.5,53.78%,Air Force +20.5,-0.%,-0.%,3.9%,67-59,1.0,0.0
66,01/04/2022,Clemson,Virginia,-4.0,Clemson Wins By 5.7,55.25%,-110,122.0,130.3,-110.0,Over 122.0,56.35%,Clemson -4.0,3.0%,1.5%,1.6%,65-75,0.0,1.0
67,01/04/2022,Arkansas,Vanderbilt,-7.0,Arkansas Wins By 4.3,55.25%,-115,143.0,142.6,-120.0,Under 143.0,56.35%,Vanderbilt +7.0,1.9%,0.8%,-0.%,74-75,1.0,0.0
68,01/04/2022,Texas A&M,Georgia,-6.0,Texas A&M Wins By 5.4,51.42%,-110,142.5,140.8,-120.0,Under 142.5,54.06%,Georgia +6.0,-1.%,-0.%,-0.%,81-79,1.0,0.0
69,01/04/2022,Akron,Ohio,-1.0,Ohio Wins By 1.2,51.42%,-115,131.5,135.7,100.0,Over 131.5,54.06%,Ohio +1.0,-2.%,-1.%,3.9%,63-69,1.0,1.0
70,01/04/2022,Toledo,Central Michigan,-12.0,Toledo Wins By 14.0,51.42%,-115,152.0,143.8,-105.0,Under 152.0,54.06%,Toledo -12.0,-2.%,-1.%,2.7%,82-54,1.0,1.0
71,01/04/2022,Navy,Boston University,-4.0,Navy Wins By 6.8,51.42%,-110,126.5,126.8,-110.0,Over 126.5,56.35%,Navy -4.0,-1.%,-0.%,1.6%,83-71,1.0,1.0
72,01/04/2022,Eastern Kentucky,Central Arkansas,-18.5,Eastern Kentucky Wins By 16.4,51.42%,-110,160.5,154.5,-110.0,Under 160.5,56.35%,Central Arkansas +18.5,-1.%,-0.%,1.6%,72-79,1.0,1.0
73,01/04/2022,Kent State,Ball State,-1.0,Kent State Wins By 1.4,51.42%,-115,143.0,138.8,-110.0,Under 143.0,54.06%,Kent State -1.0,-2.%,-1.%,1.6%,66-65,1.0,1.0
74,01/04/2022,Colgate,Lehigh,-8.5,Colgate Wins By 7.2,51.42%,-110,144.5,137.5,-110.0,Under 144.5,54.06%,Lehigh +8.5,-1.%,-0.%,1.6%,81-85,1.0,0.0
75,01/04/2022,Cal St. Fullerton,Long Beach State,-7.5,Cal St. Fullerton Wins By 7.6,51.42%,-110,141.5,142.9,-115.0,Over 141.5,56.35%,Cal St. Fullerton -7.5,-1.%,-0.%,0.4%,,,
76,01/04/2022,Eastern Michigan,Western Michigan,-2.5,Eastern Michigan Wins By 0.9,51.42%,-110,137.0,146.0,-120.0,Over 137.0,54.06%,Western Michigan +2.5,-1.%,-0.%,-0.%,85-79,0.0,1.0
77,01/04/2022,Bucknell,Army,-1.0,Bucknell Wins By 2.7,51.42%,-110,148.5,149.8,-110.0,Over 148.5,56.35%,Bucknell -1.0,-1.%,-0.%,1.6%,89-96,0.0,1.0
78,01/01/2022,Baylor,Iowa State,-8.0,Baylor Wins By 6.0,50.35%,-110,133.0,135.1,-110.0,Over 133.0,54.06%,Iowa State +8.0,-2.%,-1.%,1.6%,77-72,1.0,1.0
79,01/01/2022,Kansas,George Mason,-19.0,Kansas Wins By 18.7,50.35%,-115,143.0,146.2,-110.0,Over 143.0,56.35%,George Mason +19.0,-3.%,-1.%,1.6%,76-67,1.0,1.0
80,01/01/2022,Texas,West Virginia,-10.0,Texas Wins By 9.0,50.35%,-110,120.0,124.8,-110.0,Over 120.0,56.35%,West Virginia +10.0,-2.%,-1.%,1.6%,74-59,0.0,1.0
81,01/01/2022,Oklahoma,Kansas State,-8.0,Oklahoma Wins By 8.5,55.25%,-110,130.5,134.0,100.0,Over 130.5,56.35%,Oklahoma -8.0,3.0%,1.5%,3.9%,71-69,0.0,1.0
82,01/01/2022,Providence,DePaul,-1.0,Providence Wins By 3.1,50.35%,-115,139.5,136.7,100.0,Under 139.5,54.06%,Providence -1.0,-3.%,-1.%,3.9%,70-53,1.0,1.0
83,01/01/2022,Florida State,North Carolina State,-2.0,Florida State Wins By 3.8,50.35%,-110,142.0,144.0,-105.0,Over 142.0,54.06%,Florida State -2.0,-2.%,-1.%,2.7%,83-81,1.0,1.0
84,01/01/2022,San Diego State,UNLV,-2.5,San Diego State Wins By 3.1,51.42%,-120,131.0,133.2,100.0,Over 131.0,54.06%,San Diego State -2.5,-3.%,-1.%,3.9%,62-55,1.0,0.0
85,01/01/2022,UAB,UTSA,-21.5,UAB Wins By 20.2,50.35%,-105,143.0,142.3,-115.0,Under 143.0,56.35%,UTSA +21.5,-0.%,-0.%,0.4%,87-59,0.0,0.0
86,01/01/2022,Marquette,Creighton,-1.5,Creighton Wins By 2.0,51.42%,-115,144.0,141.9,-105.0,Under 144.0,54.06%,Creighton +1.5,-2.%,-1.%,2.7%,69-75,1.0,1.0
87,01/01/2022,Syracuse,Virginia,-3.0,Syracuse Wins By 5.1,55.25%,-105,128.0,136.5,-110.0,Over 128.0,56.35%,Syracuse -3.0,4.1%,2.1%,1.6%,69-74,0.0,1.0
88,01/01/2022,Cincinnati,Tulane,-11.0,Cincinnati Wins By 8.5,51.42%,-110,134.5,143.1,-105.0,Over 134.5,56.35%,Tulane +11.0,-1.%,-0.%,2.7%,60-68,1.0,0.0
89,01/01/2022,North Texas,Rice,-10.5,North Texas Wins By 8.3,55.25%,-105,133.0,132.4,-110.0,Under 133.0,56.35%,Rice +10.5,4.1%,2.1%,1.6%,75-43,0.0,1.0
90,01/01/2022,Oregon,Utah,-7.0,Oregon Wins By 4.7,55.25%,-110,143.5,140.1,-110.0,Under 143.5,56.35%,Utah +7.0,3.0%,1.5%,1.6%,79-66,0.0,0.0
91,01/01/2022,Ohio,Western Michigan,-14.5,Ohio Wins By 11.6,51.42%,100,135.0,136.2,-110.0,Over 135.0,54.06%,Western Michigan +14.5,1.4%,0.7%,1.6%,59-47,1.0,0.0
92,01/01/2022,Kent State,Toledo,-2.5,Toledo Wins By 2.6,51.42%,-115,142.5,139.1,-110.0,Under 142.5,54.06%,Toledo +2.5,-2.%,-1.%,1.6%,66-63,0.0,1.0
93,01/01/2022,Oakland,Youngstown State,-9.5,Oakland Wins By 9.2,51.42%,-110,142.0,140.9,-110.0,Under 142.0,56.35%,Youngstown State +9.5,-1.%,-0.%,1.6%,87-72,0.0,0.0
94,01/01/2022,Furman,VMI,-4.0,Furman Wins By 2.3,51.42%,-110,148.5,151.0,-110.0,Over 148.5,54.06%,VMI +4.0,-1.%,-0.%,1.6%,67-76,1.0,0.0
95,01/01/2022,Abilene Christian,Dixie State,-9.0,Abilene Christian Wins By 8.1,51.42%,-110,150.5,150.0,-115.0,Under 150.5,54.06%,Dixie State +9.0,-1.%,-0.%,0.4%,64-50,0.0,1.0
96,01/01/2022,New Mexico State,Chicago State,-24.5,New Mexico State Wins By 20.5,51.42%,-110,134.5,135.9,-110.0,Over 134.5,56.35%,Chicago State +24.5,-1.%,-0.%,1.6%,78-61,1.0,1.0
97,01/01/2022,Nevada,New Mexico,-11.0,Nevada Wins By 7.5,51.42%,-110,158.5,151.2,-110.0,Under 158.5,56.35%,New Mexico +11.0,-1.%,-0.%,1.6%,79-70,1.0,1.0
98,01/01/2022,Navy,Holy Cross,-11.5,Navy Wins By 11.9,51.42%,-110,130.0,123.0,-105.0,Under 130.0,54.06%,Navy -11.5,-1.%,-0.%,2.7%,70-56,1.0,1.0
99,01/01/2022,Utah Valley,Tarleton State,-6.5,Utah Valley Wins By 3.6,55.25%,-105,118.0,131.5,-110.0,Over 118.0,56.35%,Tarleton State +6.5,4.1%,2.1%,1.6%,77-55,0.0,1.0
100,01/01/2022,Buffalo,Akron,-2.5,Akron Wins By 2.3,55.25%,-110,143.0,140.0,-105.0,Under 143.0,56.35%,Akron +2.5,3.0%,1.5%,2.7%,76-88,1.0,0.0
101,01/01/2022,Oral Roberts,Nebraska Omaha,-17.5,Oral Roberts Wins By 16.2,51.42%,-110,154.5,148.1,-110.0,Under 154.5,56.35%,Nebraska Omaha +17.5,-1.%,-0.%,1.6%,107-62,0.0,0.0
102,01/01/2022,Coastal Carolina,Louisiana Lafayette,-5.5,Coastal Carolina Wins By 4.3,55.25%,-110,141.5,143.3,-105.0,Over 141.5,56.35%,Louisiana Lafayette +5.5,3.0%,1.5%,2.7%,64-65,1.0,0.0
103,01/01/2022,Southern Utah,Northern Colorado,-6.5,Southern Utah Wins By 3.7,55.25%,-110,146.5,144.9,-115.0,Under 146.5,56.35%,Northern Colorado +6.5,3.0%,1.5%,0.4%,81-91,1.0,0.0
104,01/01/2022,Montana State,Idaho State,-12.5,Montana State Wins By 12.3,51.42%,-110,128.0,128.2,-110.0,Over 128.0,56.35%,Idaho State +12.5,-1.%,-0.%,1.6%,60-40,0.0,0.0
105,01/01/2022,Boston University,Bucknell,-11.0,Boston University Wins By 9.0,51.42%,-105,141.5,138.5,-110.0,Under 141.5,56.35%,Bucknell +11.0,0.2%,0.1%,1.6%,63-61,1.0,1.0
106,01/01/2022,Florida Atlantic,Old Dominion,-2.5,Florida Atlantic Wins By 4.0,51.42%,-110,131.5,123.9,-115.0,Under 131.5,56.35%,Florida Atlantic -2.5,-1.%,-0.%,0.4%,,,
107,01/01/2022,Montana,Weber State,-4.0,Montana Wins By 2.5,51.42%,-110,142.0,143.4,-110.0,Over 142.0,56.35%,Weber State +4.0,-1.%,-0.%,1.6%,74-72,1.0,1.0
108,01/01/2022,Appalachian State,Louisiana Monroe,-4.5,Appalachian State Wins By 3.8,51.42%,-110,135.0,138.8,-110.0,Over 135.0,56.35%,Louisiana Monroe +4.5,-1.%,-0.%,1.6%,77-69,0.0,1.0
109,01/01/2022,Arkansas State,Georgia Southern,-3.5,Arkansas State Wins By 3.5,51.42%,-110,136.0,133.8,-105.0,Under 136.0,56.35%,Arkansas State -3.5,-1.%,-0.%,2.7%,74-56,1.0,1.0
110,01/01/2022,Western Illinois,St. Thomas,-4.0,St. Thomas Wins By 2.2,51.42%,100,157.0,160.3,-105.0,Over 157.0,56.35%,St. Thomas +4.0,1.4%,0.7%,2.7%,66-89,1.0,0.0
111,01/01/2022,Bowling Green,Ball State,-3.0,Ball State Wins By 1.7,51.42%,-105,156.0,150.9,-110.0,Under 156.0,56.35%,Ball State +3.0,0.2%,0.1%,1.6%,80-81,1.0,0.0
112,01/01/2022,UT Arlington,Troy,-2.5,UT Arlington Wins By 2.0,51.42%,-110,133.0,135.9,-115.0,Over 133.0,56.35%,Troy +2.5,-1.%,-0.%,0.4%,62-57,0.0,0.0
113,01/01/2022,UC San Diego,Cal St. Northridge,-7.0,UC San Diego Wins By 6.4,51.42%,-115,129.5,126.1,100.0,Under 129.5,56.35%,Cal St. Northridge +7.0,-2.%,-1.%,3.9%,72-64,0.0,0.0
114,01/01/2022,Northern Kentucky,Milwaukee,-5.5,Northern Kentucky Wins By 4.8,51.42%,-110,135.0,142.1,-115.0,Over 135.0,56.35%,Milwaukee +5.5,-1.%,-0.%,0.4%,55-61,1.0,0.0
115,01/01/2022,Southeast Missouri State,Austin Peay,-4.0,Southeast Missouri State Wins By 3.2,51.42%,-110,150.0,146.1,-115.0,Under 150.0,56.35%,Austin Peay +4.0,-1.%,-0.%,0.4%,98-79,0.0,0.0
116,01/01/2022,American,Lehigh,-2.0,American Wins By 1.7,51.42%,-115,136.0,140.3,-115.0,Over 136.0,56.35%,Lehigh +2.0,-2.%,-1.%,0.4%,61-63,1.0,0.0
117,12/31/2021,Kentucky,High Point,-27.0,Kentucky Wins By 21.0,50.35%,-110,137.5,143.2,-110.0,Over 137.5,56.35%,High Point +27.0,-2.%,-1.%,1.6%,92-48,0.0,1.0
118,12/31/2021,Hofstra,Elon,-7.0,Hofstra Wins By 8.0,51.42%,-110,149.0,149.0,-120.0,Over 149.0,54.06%,Hofstra -7.0,-1.%,-0.%,-0.%,,,
119,12/31/2021,Quinnipiac,Niagara,-2.0,Niagara Wins By 1.5,51.42%,-110,134.5,134.9,-110.0,Over 134.5,54.06%,Niagara +2.0,-1.%,-0.%,1.6%,77-68,0.0,1.0
120,12/31/2021,Northeastern,William & Mary,-8.0,Northeastern Wins By 7.9,51.42%,-110,126.5,126.5,-120.0,Over 126.5,54.06%,William & Mary +8.0,-1.%,-0.%,-0.%,70-71,1.0,1.0
121,12/31/2021,Bryant,Sacred Heart,-7.0,Bryant Wins By 6.4,51.42%,-110,150.0,143.5,-110.0,Under 150.0,56.35%,Sacred Heart +7.0,-1.%,-0.%,1.6%,85-82,1.0,0.0
122,12/31/2021,Merrimack,LIU Brooklyn,-3.5,Merrimack Wins By 1.6,51.42%,-110,129.5,132.4,-110.0,Over 129.5,56.35%,LIU Brooklyn +3.5,-1.%,-0.%,1.6%,82-77,0.0,1.0
123,12/28/2021,Gonzaga,North Alabama,-32.5,Gonzaga Wins By 28.5,50.35%,-110,142.5,146.5,-110.0,Over 142.5,56.35%,North Alabama +32.5,-2.%,-1.%,1.6%,93-63,1.0,1.0
124,12/28/2021,Baylor,Northwestern State,-37.5,Baylor Wins By 33.8,50.35%,-110,145.5,135.8,-110.0,Under 145.5,56.35%,Northwestern State +37.5,-2.%,-1.%,1.6%,104-68,1.0,0.0
125,12/28/2021,Texas,Incarnate Word,-31.5,Texas Wins By 26.7,50.35%,-110,129.0,130.8,-110.0,Over 129.0,56.35%,Incarnate Word +31.5,-2.%,-1.%,1.6%,78-33,0.0,0.0
126,12/28/2021,Texas Tech,Alabama State,-30.0,Texas Tech Wins By 26.3,50.35%,-110,135.0,129.3,-110.0,Under 135.0,56.35%,Alabama State +30.0,-2.%,-1.%,1.6%,75-53,1.0,1.0
127,12/28/2021,Saint Mary's,Yale,-12.5,Saint Mary's Wins By 10.0,51.42%,-110,130.0,134.1,-110.0,Over 130.0,56.35%,Yale +12.5,-1.%,-0.%,1.6%,87-60,0.0,1.0
128,12/28/2021,Boise State,Fresno State,-4.5,Boise State Wins By 1.5,55.25%,-110,118.0,119.3,-110.0,Over 118.0,56.35%,Fresno State +4.5,3.0%,1.5%,1.6%,65-55,0.0,1.0
129,12/28/2021,Maryland,Lehigh,-21.5,Maryland Wins By 19.6,50.35%,-110,138.0,139.0,-110.0,Over 138.0,56.35%,Lehigh +21.5,-2.%,-1.%,1.6%,76-55,1.0,0.0
130,12/28/2021,Notre Dame,Pittsburgh,-3.5,Notre Dame Wins By 3.8,51.42%,-115,126.0,126.3,-120.0,Over 126.0,54.06%,Notre Dame -3.5,-2.%,-1.%,-0.%,68-67,0.0,1.0
131,12/28/2021,Southern Illinois,Grambling State,-15.5,Southern Illinois Wins By 11.6,51.42%,-110,127.0,128.2,-110.0,Over 127.0,56.35%,Grambling State +15.5,-1.%,-0.%,1.6%,75-64,1.0,1.0
132,12/25/2021,BYU,Liberty,-8.0,BYU Wins By 7.0,55.25%,-110,132.5,136.2,-110.0,Over 132.5,54.76%,Liberty +8.0,3.0%,1.5%,1.6%,80-75,1.0,1.0
133,12/25/2021,Vanderbilt,Stanford,-2.5,Vanderbilt Wins By 2.8,55.25%,-110,135.5,132.0,-110.0,Under 135.5,54.76%,Vanderbilt -2.5,3.0%,1.5%,1.6%,,,
134,12/23/2021,Weber State,Fresno State,-1.0,Fresno State Wins By 3.0,51.42%,-110,135.5,129.8,-110.0,Under 135.5,54.06%,Fresno State +1.0,-1.%,-0.%,1.6%,43-69,1.0,1.0
135,12/23/2021,Stanford,Liberty,-2.5,Stanford Wins By 1.7,55.25%,-110,127.5,135.8,-115.0,Over 127.5,54.76%,Liberty +2.5,3.0%,1.5%,0.4%,79-76,0.0,1.0
136,12/23/2021,Wagner,Fairfield,-1.0,Fairfield Wins By 2.4,51.42%,-110,135.5,135.7,-110.0,Over 135.5,56.35%,Fairfield +1.0,-1.%,-0.%,1.6%,63-50,0.0,0.0
137,12/22/2021,Houston,Texas State,-18.5,Houston Wins By 18.5,50.35%,-110,132.0,130.8,-110.0,Under 132.0,56.35%,Houston -18.5,-2.%,-1.%,1.6%,80-47,1.0,1.0
