,Date,Favored Team,Underdog Team,Favored Spread,Predicted Outcome,Confidence,Vig,Over Under,Predicted Total,Over Under Vig,Over Under Bet To Take,Over Under Conf,Spread Bet To Take,Half Kelly,Quarter Kelly,Over Under H Kelly,Final Score,Spread Cover,Over Cover
0,02/21/2022,Baylor,Oklahoma State,-5.0,Baylor Wins By 4.2,50.35%,-115,138.0,143.0,-110.0,Over 138.0,54.06%,Oklahoma State +5.0,-3.%,-1.%,1.6%,,,
1,02/21/2022,Ohio State,Indiana,-6.5,Ohio State Wins By 3.6,55.25%,-110,135.5,137.2,-110.0,Over 135.5,56.35%,Indiana +6.5,3.0%,1.5%,1.6%,,,
2,02/21/2022,San Francisco,Pacific,-12.5,San Francisco Wins By 12.0,51.42%,-110,136.5,137.5,-110.0,Over 136.5,54.06%,Pacific +12.5,-1.%,-0.%,1.6%,,,
3,02/21/2022,North Carolina,Louisville,-9.5,North Carolina Wins By 9.3,50.35%,-110,144.0,143.4,-110.0,Under 144.0,56.35%,Louisville +9.5,-2.%,-1.%,1.6%,,,
4,02/21/2022,TCU,West Virginia,-4.0,TCU Wins By 4.4,55.25%,-110,133.0,134.3,-110.0,Over 133.0,56.35%,TCU -4.0,3.0%,1.5%,1.6%,,,
5,02/21/2022,Syracuse,Georgia Tech,-8.5,Syracuse Wins By 9.9,55.25%,-110,146.0,138.7,-110.0,Under 146.0,56.35%,Syracuse -8.5,3.0%,1.5%,1.6%,,,
6,02/21/2022,Maryland,Penn State,-3.0,Maryland Wins By 3.0,55.25%,-110,128.5,133.5,-115.0,Over 128.5,56.35%,Maryland -3.0,3.0%,1.5%,0.4%,,,
7,02/21/2022,Drake,Indiana State,-10.5,Drake Wins By 9.3,51.42%,-110,142.0,138.1,-110.0,Under 142.0,56.35%,Indiana State +10.5,-1.%,-0.%,1.6%,,,
8,02/21/2022,Florida State,Boston College,-1.0,Florida State Wins By 1.4,51.42%,-110,137.0,141.6,-110.0,Over 137.0,54.06%,Florida State -1.0,-1.%,-0.%,1.6%,,,
9,02/21/2022,Middle Tennessee,UTEP,-5.5,Middle Tennessee Wins By 7.4,51.42%,-110,138.0,140.8,-110.0,Over 138.0,56.35%,Middle Tennessee -5.5,-1.%,-0.%,1.6%,,,
10,02/21/2022,New Mexico State,Seattle,-3.0,Seattle Wins By 1.9,55.25%,-105,144.0,143.5,-110.0,Under 144.0,56.35%,Seattle +3.0,4.1%,2.1%,1.6%,,,
11,02/21/2022,Colgate,American,-17.0,Colgate Wins By 15.6,51.42%,-110,137.0,135.0,-110.0,Under 137.0,56.35%,American +17.0,-1.%,-0.%,1.6%,,,
12,02/21/2022,Samford,The Citadel,-7.0,Samford Wins By 7.3,51.42%,-110,157.5,146.7,-110.0,Under 157.5,56.35%,Samford -7.0,-1.%,-0.%,1.6%,,,
13,02/21/2022,Texas Southern,Arkansas Pine Bluff,-9.5,Texas Southern Wins By 8.1,51.42%,100,136.5,139.8,-110.0,Over 136.5,54.06%,Arkansas Pine Bluff +9.5,1.4%,0.7%,1.6%,,,
14,02/21/2022,Norfolk State,Morgan State,-5.0,Norfolk State Wins By 5.9,51.42%,-115,147.0,147.5,-110.0,Over 147.0,54.06%,Norfolk State -5.0,-2.%,-1.%,1.6%,,,
15,02/21/2022,Valparaiso,Evansville,-8.5,Valparaiso Wins By 8.0,51.42%,-110,125.0,132.0,-110.0,Over 125.0,56.35%,Evansville +8.5,-1.%,-0.%,1.6%,,,
16,02/21/2022,Northern Colorado,Idaho State,-13.5,Northern Colorado Wins By 10.9,51.42%,-110,144.0,150.1,-115.0,Over 144.0,56.35%,Idaho State +13.5,-1.%,-0.%,0.4%,,,
17,02/21/2022,Howard,Coppin State,-7.5,Howard Wins By 9.0,51.42%,-115,148.0,147.7,-110.0,Under 148.0,56.35%,Howard -7.5,-2.%,-1.%,1.6%,,,
18,02/21/2022,Marshall,Southern Miss,-6.0,Marshall Wins By 1.6,51.42%,-115,151.5,148.3,-110.0,Under 151.5,54.06%,Southern Miss +6.0,-2.%,-1.%,1.6%,,,
19,02/21/2022,Florida A&M,Alabama A&M,-6.5,Florida A&M Wins By 6.3,51.42%,-105,124.5,129.2,-110.0,Over 124.5,56.35%,Alabama A&M +6.5,0.2%,0.1%,1.6%,,,
20,02/21/2022,South Carolina State,Delaware State,-9.5,South Carolina State Wins By 9.5,51.42%,-110,137.0,136.5,-110.0,Under 137.0,56.35%,South Carolina State -9.5,-1.%,-0.%,1.6%,,,
21,02/20/2022,Houston,Wichita State,-7.0,Houston Wins By 7.6,50.35%,-115,133.5,135.7,-110.0,Over 133.5,54.06%,Houston -7.0,-3.%,-1.%,1.6%,76-74,0.0,1.0
22,02/20/2022,Mississippi State,Missouri,-5.0,Mississippi State Wins By 4.4,50.35%,-110,132.0,135.0,-105.0,Over 132.0,54.06%,Missouri +5.0,-2.%,-1.%,2.7%,58-56,1.0,0.0
23,02/20/2022,USC,Washington State,-7.5,USC Wins By 2.3,55.25%,-110,132.5,133.5,-110.0,Over 132.5,56.35%,Washington State +7.5,3.0%,1.5%,1.6%,62-60,1.0,0.0
24,02/20/2022,Memphis,SMU,-2.5,SMU Wins By 1.8,55.25%,-115,146.5,140.2,-105.0,Under 146.5,56.35%,SMU +2.5,1.9%,0.8%,2.7%,57-73,1.0,1.0
25,02/20/2022,Creighton,Marquette,-1.0,Creighton Wins By 1.9,55.25%,-110,141.5,141.1,-110.0,Under 141.5,56.35%,Creighton -1.0,3.0%,1.5%,1.6%,83-82,1.0,0.0
26,02/20/2022,Cincinnati,Temple,-7.5,Cincinnati Wins By 6.6,55.25%,-105,136.0,138.1,-110.0,Over 136.0,56.35%,Temple +7.5,4.1%,2.1%,1.6%,71-75,1.0,1.0
27,02/20/2022,Iona,Fairfield,-12.0,Iona Wins By 9.7,51.42%,-105,139.0,136.4,-110.0,Under 139.0,56.35%,Fairfield +12.0,0.2%,0.1%,1.6%,76-58,0.0,1.0
28,02/20/2022,UCF,East Carolina,-9.0,UCF Wins By 8.1,51.42%,-105,139.0,138.3,-115.0,Under 139.0,56.35%,East Carolina +9.0,0.2%,0.1%,0.4%,69-66,1.0,1.0
29,02/20/2022,George Mason,Fordham,-5.0,George Mason Wins By 1.9,51.42%,-115,130.0,134.1,-110.0,Over 130.0,54.06%,Fordham +5.0,-2.%,-1.%,1.6%,47-50,1.0,0.0
30,02/20/2022,New Mexico,San Jose State,-5.5,New Mexico Wins By 5.3,51.42%,-115,148.0,142.8,100.0,Under 148.0,54.06%,San Jose State +5.5,-2.%,-1.%,3.9%,55-71,1.0,1.0
31,02/20/2022,Oakland,Northern Kentucky,-5.0,Oakland Wins By 6.0,51.42%,-105,138.0,140.4,-120.0,Over 138.0,56.35%,Oakland -5.0,0.2%,0.1%,-0.%,66-71,0.0,0.0
32,02/20/2022,Cleveland State,Green Bay,-10.0,Cleveland State Wins By 8.5,51.42%,-110,137.0,140.4,-105.0,Over 137.0,54.06%,Green Bay +10.0,-1.%,-0.%,2.7%,79-67,0.0,1.0
33,02/20/2022,Wright State,Detroit,-1.0,Detroit Wins By 1.7,51.42%,-115,144.5,138.9,-105.0,Under 144.5,56.35%,Detroit +1.0,-2.%,-1.%,2.7%,75-80,1.0,0.0
34,02/20/2022,Manhattan,Rider,-3.0,Manhattan Wins By 2.7,51.42%,-110,140.0,143.8,-110.0,Over 140.0,56.35%,Rider +3.0,-1.%,-0.%,1.6%,84-78,0.0,1.0
35,02/20/2022,NJIT,Maine,-2.5,NJIT Wins By 1.1,51.42%,-110,128.0,132.0,-105.0,Over 128.0,54.06%,Maine +2.5,-1.%,-0.%,2.7%,61-65,1.0,0.0
36,02/19/2022,Gonzaga,Santa Clara,-22.5,Gonzaga Wins By 22.3,50.35%,-110,163.0,157.1,-105.0,Under 163.0,56.35%,Santa Clara +22.5,-2.%,-1.%,2.7%,81-69,1.0,1.0
37,02/19/2022,Kentucky,Alabama,-6.5,Kentucky Wins By 10.0,50.35%,-110,155.0,150.8,-105.0,Under 155.0,56.35%,Kentucky -6.5,-2.%,-1.%,2.7%,90-81,1.0,0.0
38,02/19/2022,Arizona,Oregon,-13.0,Arizona Wins By 12.6,50.35%,-110,152.0,145.8,-110.0,Under 152.0,56.35%,Oregon +13.0,-2.%,-1.%,1.6%,84-81,1.0,0.0
39,02/19/2022,Baylor,TCU,-11.5,Baylor Wins By 10.2,55.25%,-110,138.5,138.8,-110.0,Over 138.5,56.35%,TCU +11.5,3.0%,1.5%,1.6%,72-62,1.0,0.0
40,02/19/2022,Kansas,West Virginia,-5.0,Kansas Wins By 4.7,50.35%,-105,147.0,147.6,-110.0,Over 147.0,54.06%,West Virginia +5.0,-0.%,-0.%,1.6%,71-58,0.0,0.0
41,02/19/2022,Auburn,Florida,-4.5,Auburn Wins By 4.3,50.35%,-105,139.5,143.7,-110.0,Over 139.5,54.06%,Florida +4.5,-0.%,-0.%,1.6%,62-63,1.0,0.0
42,02/19/2022,Duke,Florida State,-15.0,Duke Wins By 13.3,50.35%,-115,141.5,142.7,-115.0,Over 141.5,56.35%,Florida State +15.0,-3.%,-1.%,0.4%,88-70,0.0,1.0
43,02/19/2022,Texas,Texas Tech,-3.5,Texas Wins By 2.5,55.25%,-110,129.0,132.9,-105.0,Over 129.0,56.35%,Texas Tech +3.5,3.0%,1.5%,2.7%,55-61,1.0,0.0
44,02/19/2022,Arkansas,Tennessee,-3.0,Arkansas Wins By 1.9,55.25%,-105,138.0,138.0,-120.0,Over 138.0,56.35%,Tennessee +3.0,4.1%,2.1%,-0.%,58-48,0.0,0.0
45,02/19/2022,Ohio State,Iowa,-5.0,Ohio State Wins By 4.1,55.25%,-115,154.0,147.1,-120.0,Under 154.0,56.35%,Iowa +5.0,1.9%,0.8%,-0.%,62-75,1.0,1.0
46,02/19/2022,Saint Mary's,BYU,-5.5,Saint Mary's Wins By 7.7,55.25%,-120,134.5,135.8,-110.0,Over 134.5,56.35%,Saint Mary's -5.5,0.8%,0.4%,1.6%,69-64,0.0,0.0
47,02/19/2022,Connecticut,Xavier,-7.0,Connecticut Wins By 4.9,55.25%,-105,139.5,142.0,-105.0,Over 139.5,56.35%,Xavier +7.0,4.1%,2.1%,2.7%,72-61,0.0,0.0
48,02/19/2022,Virginia Tech,North Carolina,-4.5,Virginia Tech Wins By 5.9,55.25%,-115,145.0,139.1,-110.0,Under 145.0,56.35%,Virginia Tech -4.5,1.9%,0.8%,1.6%,57-65,0.0,1.0
49,02/19/2022,Illinois,Michigan State,-2.5,Michigan State Wins By 1.8,55.25%,-110,137.5,134.9,100.0,Under 137.5,56.35%,Michigan State +2.5,3.0%,1.5%,3.9%,79-74,0.0,0.0
50,02/19/2022,Boise State,Utah State,-3.5,Boise State Wins By 5.2,55.25%,-115,132.5,130.0,-115.0,Under 132.5,56.35%,Boise State -3.5,1.9%,0.8%,0.4%,68-57,1.0,1.0
51,02/19/2022,Dayton,Saint Joseph's,-6.5,Dayton Wins By 5.1,50.35%,-115,134.0,131.6,-110.0,Under 134.0,54.06%,Saint Joseph's +6.5,-3.%,-1.%,1.6%,74-62,0.0,0.0
52,02/19/2022,Iowa State,Oklahoma,-1.5,Iowa State Wins By 2.7,55.25%,-120,127.0,129.2,-110.0,Over 127.0,56.35%,Iowa State -1.5,0.8%,0.4%,1.6%,75-54,1.0,1.0
53,02/19/2022,Murray State,Tennessee Martin,-16.5,Murray State Wins By 14.1,51.42%,-115,141.5,135.8,-110.0,Under 141.5,54.06%,Tennessee Martin +16.5,-2.%,-1.%,1.6%,62-60,1.0,1.0
54,02/19/2022,Oklahoma State,Kansas State,-4.5,Oklahoma State Wins By 4.3,55.25%,-115,133.5,133.8,-115.0,Over 133.5,56.35%,Kansas State +4.5,1.9%,0.8%,0.4%,82-79,1.0,1.0
55,02/19/2022,San Diego State,Fresno State,-2.0,Fresno State Wins By 2.4,55.25%,-105,118.0,119.9,-110.0,Over 118.0,56.35%,Fresno State +2.0,4.1%,2.1%,1.6%,61-44,0.0,0.0
56,02/19/2022,Northwestern,Minnesota,-3.5,Northwestern Wins By 2.3,50.35%,-110,136.0,138.3,-110.0,Over 136.0,54.06%,Minnesota +3.5,-2.%,-1.%,1.6%,60-77,1.0,1.0
57,02/19/2022,UAB,North Texas,-4.0,UAB Wins By 2.3,51.42%,-110,125.0,134.7,-110.0,Over 125.0,56.35%,North Texas +4.0,-1.%,-0.%,1.6%,57-58,1.0,0.0
58,02/19/2022,Syracuse,Boston College,-8.5,Syracuse Wins By 9.5,55.25%,-110,145.0,143.7,-105.0,Under 145.0,56.35%,Syracuse -8.5,3.0%,1.5%,2.7%,76-56,1.0,1.0
59,02/19/2022,South Dakota State,St. Thomas,-19.0,South Dakota State Wins By 19.4,51.42%,-110,155.0,150.1,-105.0,Under 155.0,56.35%,South Dakota State -19.0,-1.%,-0.%,2.7%,79-60,1.0,1.0
60,02/19/2022,Furman,Wofford,-5.0,Furman Wins By 7.5,51.42%,-110,136.0,137.1,-110.0,Over 136.0,56.35%,Furman -5.0,-1.%,-0.%,1.6%,70-69,0.0,1.0
61,02/19/2022,Belmont,SIU Edwardsville,-21.5,Belmont Wins By 18.3,50.35%,-115,144.0,140.6,-120.0,Under 144.0,56.35%,SIU Edwardsville +21.5,-3.%,-1.%,-0.%,73-62,1.0,1.0
62,02/19/2022,Vanderbilt,Texas A&M,-3.5,Vanderbilt Wins By 3.7,55.25%,-110,135.0,141.6,-110.0,Over 135.0,56.35%,Vanderbilt -3.5,3.0%,1.5%,1.6%,72-67,1.0,1.0
63,02/19/2022,Vermont,UMBC,-15.5,Vermont Wins By 13.1,51.42%,-105,144.0,138.1,-110.0,Under 144.0,56.35%,UMBC +15.5,0.2%,0.1%,1.6%,86-59,0.0,0.0
64,02/19/2022,Hofstra,Northeastern,-11.5,Hofstra Wins By 13.4,51.42%,-110,140.0,139.7,-105.0,Under 140.0,56.35%,Hofstra -11.5,-1.%,-0.%,2.7%,76-73,0.0,0.0
65,02/19/2022,Louisville,Clemson,-1.0,Clemson Wins By 2.1,51.42%,-105,136.0,141.0,-110.0,Over 136.0,54.06%,Clemson +1.0,0.2%,0.1%,1.6%,70-61,0.0,0.0
66,02/19/2022,Mississippi,Georgia,-2.0,Mississippi Wins By 3.1,51.42%,-120,141.5,146.6,100.0,Over 141.5,54.06%,Mississippi -2.0,-3.%,-1.%,3.9%,85-68,1.0,1.0
67,02/19/2022,Chattanooga,VMI,-8.5,Chattanooga Wins By 8.0,51.42%,-110,147.5,147.0,-115.0,Under 147.5,56.35%,VMI +8.5,-1.%,-0.%,0.4%,75-80,1.0,0.0
68,02/19/2022,Grand Canyon,New Mexico State,-2.0,Grand Canyon Wins By 4.3,55.25%,-105,134.0,136.3,-115.0,Over 134.0,56.35%,Grand Canyon -2.0,4.1%,2.1%,0.4%,66-82,0.0,1.0
69,02/19/2022,Morehead State,Southeast Missouri State,-11.0,Morehead State Wins By 10.8,51.42%,-110,144.5,143.6,-105.0,Under 144.5,56.35%,Southeast Missouri State +11.0,-1.%,-0.%,2.7%,84-92,1.0,0.0
70,02/19/2022,Stanford,Colorado,-2.5,Stanford Wins By 2.6,55.25%,-110,134.0,130.1,-110.0,Under 134.0,56.35%,Stanford -2.5,3.0%,1.5%,1.6%,53-70,0.0,1.0
71,02/19/2022,Utah Valley,Dixie State,-6.0,Utah Valley Wins By 6.7,51.42%,-105,142.0,139.8,-115.0,Under 142.0,54.06%,Utah Valley -6.0,0.2%,0.1%,0.4%,75-80,0.0,0.0
72,02/19/2022,Seattle,Cal Baptist,-6.5,Seattle Wins By 8.1,51.42%,-110,145.0,143.2,-105.0,Under 145.0,56.35%,Seattle -6.5,-1.%,-0.%,2.7%,67-64,0.0,1.0
73,02/19/2022,Arizona State,Oregon State,-8.0,Arizona State Wins By 7.6,55.25%,-105,137.0,140.0,-120.0,Over 137.0,56.35%,Oregon State +8.0,4.1%,2.1%,-0.%,73-53,0.0,0.0
74,02/19/2022,Buffalo,Western Michigan,-19.5,Buffalo Wins By 15.0,51.42%,100,146.0,142.9,-115.0,Under 146.0,56.35%,Western Michigan +19.5,1.4%,0.7%,0.4%,87-73,1.0,0.0
75,02/19/2022,Rhode Island,George Washington,-4.0,Rhode Island Wins By 2.4,51.42%,-110,135.5,132.9,-115.0,Under 135.5,54.06%,George Washington +4.0,-1.%,-0.%,0.4%,61-72,1.0,1.0
76,02/19/2022,Delaware,William & Mary,-10.0,Delaware Wins By 8.6,51.42%,-110,140.5,140.3,-110.0,Under 140.5,54.06%,William & Mary +10.0,-1.%,-0.%,1.6%,73-69,1.0,0.0
77,02/19/2022,Sam Houston State,UT Rio Grande Valley,-5.5,Sam Houston State Wins By 6.6,51.42%,-120,145.5,143.7,-120.0,Under 145.5,54.06%,Sam Houston State -5.5,-3.%,-1.%,-0.%,67-61,1.0,1.0
78,02/19/2022,Texas State,Little Rock,-14.5,Texas State Wins By 12.5,51.42%,100,131.0,133.8,-115.0,Over 131.0,56.35%,Little Rock +14.5,1.4%,0.7%,0.4%,68-50,0.0,0.0
79,02/19/2022,Colgate,Boston University,-6.5,Colgate Wins By 6.7,51.42%,-105,144.5,141.4,-105.0,Under 144.5,56.35%,Colgate -6.5,0.2%,0.1%,2.7%,72-53,1.0,1.0
80,02/19/2022,Navy,Holy Cross,-13.5,Navy Wins By 14.5,51.42%,-120,127.0,120.2,-110.0,Under 127.0,56.35%,Navy -13.5,-3.%,-1.%,1.6%,50-55,0.0,1.0
81,02/19/2022,UC Irvine,Hawaii,-6.0,UC Irvine Wins By 2.5,51.42%,100,127.5,127.1,-115.0,Under 127.5,56.35%,Hawaii +6.0,1.4%,0.7%,0.4%,77-52,0.0,0.0
82,02/19/2022,UC Santa Barbara,Long Beach State,-5.5,UC Santa Barbara Wins By 4.2,51.42%,100,138.0,136.8,-110.0,Under 138.0,56.35%,Long Beach State +5.5,1.4%,0.7%,1.6%,84-71,0.0,0.0
83,02/19/2022,Tulsa,South Florida,-2.5,Tulsa Wins By 1.5,51.42%,-115,128.0,135.3,-110.0,Over 128.0,54.06%,South Florida +2.5,-2.%,-1.%,1.6%,65-57,0.0,0.0
84,02/19/2022,Georgia State,Georgia Southern,-4.5,Georgia State Wins By 2.4,51.42%,-110,133.0,128.3,-110.0,Under 133.0,54.06%,Georgia Southern +4.5,-1.%,-0.%,1.6%,58-49,0.0,1.0
85,02/19/2022,Mercer,Western Carolina,-6.5,Mercer Wins By 4.6,51.42%,100,143.5,136.0,-110.0,Under 143.5,54.06%,Western Carolina +6.5,1.4%,0.7%,1.6%,65-69,1.0,1.0
86,02/19/2022,Oral Roberts,North Dakota,-11.0,Oral Roberts Wins By 8.0,51.42%,-110,158.5,152.5,-120.0,Under 158.5,54.06%,North Dakota +11.0,-1.%,-0.%,-0.%,87-73,0.0,0.0
87,02/19/2022,Portland,Pepperdine,-7.5,Portland Wins By 8.4,51.42%,100,148.5,145.9,100.0,Under 148.5,56.35%,Portland -7.5,1.4%,0.7%,3.9%,77-74,0.0,0.0
88,02/19/2022,North Dakota State,UMKC,-5.0,North Dakota State Wins By 5.5,51.42%,-110,136.5,143.9,-110.0,Over 136.5,56.35%,North Dakota State -5.0,-1.%,-0.%,1.6%,71-85,0.0,1.0
89,02/19/2022,Pittsburgh,Georgia Tech,-2.5,Pittsburgh Wins By 2.7,51.42%,-110,131.0,131.1,-110.0,Over 131.0,56.35%,Pittsburgh -2.5,-1.%,-0.%,1.6%,62-68,0.0,0.0
90,02/19/2022,Coastal Carolina,Troy,-4.5,Coastal Carolina Wins By 3.1,51.42%,-105,134.5,133.0,-110.0,Under 134.5,56.35%,Troy +4.5,0.2%,0.1%,1.6%,73-63,0.0,0.0
91,02/19/2022,South Alabama,Appalachian State,-1.5,Appalachian State Wins By 1.5,51.42%,-105,130.5,132.4,-105.0,Over 130.5,56.35%,Appalachian State +1.5,0.2%,0.1%,2.7%,51-69,1.0,0.0
92,02/19/2022,UTEP,Southern Miss,-7.5,UTEP Wins By 5.4,51.42%,-105,136.5,138.5,-105.0,Over 136.5,54.06%,Southern Miss +7.5,0.2%,0.1%,2.7%,84-70,0.0,1.0
93,02/19/2022,Jacksonville,Kennesaw State,-6.0,Jacksonville Wins By 5.2,51.42%,-110,126.5,131.9,-120.0,Over 126.5,56.35%,Kennesaw State +6.0,-1.%,-0.%,-0.%,59-56,1.0,0.0
94,02/19/2022,UC Riverside,Cal Poly,-10.5,UC Riverside Wins By 8.0,51.42%,-110,125.0,128.5,-105.0,Over 125.0,56.35%,Cal Poly +10.5,-1.%,-0.%,2.7%,78-58,0.0,1.0
95,02/19/2022,Akron,Eastern Michigan,-4.5,Akron Wins By 2.4,51.42%,-115,133.0,133.1,-115.0,Over 133.0,54.06%,Eastern Michigan +4.5,-2.%,-1.%,0.4%,67-48,0.0,0.0
96,02/19/2022,Indiana State,Southern Illinois,-1.0,Indiana State Wins By 1.4,51.42%,-110,129.0,132.5,-110.0,Over 129.0,56.35%,Indiana State -1.0,-1.%,-0.%,1.6%,72-76,0.0,1.0
97,02/19/2022,Texas Southern,Mississippi Valley State,-11.0,Texas Southern Wins By 8.3,51.42%,100,143.0,147.4,-120.0,Over 143.0,54.06%,Mississippi Valley State +11.0,1.4%,0.7%,-0.%,79-59,0.0,0.0
98,02/19/2022,South Dakota,Western Illinois,-4.0,South Dakota Wins By 5.0,51.42%,-110,149.0,154.5,-110.0,Over 149.0,56.35%,South Dakota -4.0,-1.%,-0.%,1.6%,78-65,1.0,0.0
99,02/19/2022,Southern Utah,Montana State,-2.5,Southern Utah Wins By 1.4,51.42%,-110,147.0,151.0,-105.0,Over 147.0,56.35%,Montana State +2.5,-1.%,-0.%,2.7%,71-76,1.0,1.0
100,02/19/2022,UC Davis,Cal St. Bakersfield,-5.5,UC Davis Wins By 7.8,51.42%,-110,131.5,129.3,-115.0,Under 131.5,56.35%,UC Davis -5.5,-1.%,-0.%,0.4%,81-79,0.0,0.0
101,02/19/2022,Massachusetts,La Salle,-6.0,Massachusetts Wins By 5.1,51.42%,-110,150.0,146.2,-110.0,Under 150.0,56.35%,La Salle +6.0,-1.%,-0.%,1.6%,80-74,1.0,0.0
102,02/19/2022,Harvard,Cornell,-4.5,Harvard Wins By 2.7,51.42%,-110,148.0,140.5,-110.0,Under 148.0,56.35%,Cornell +4.5,-1.%,-0.%,1.6%,77-72,0.0,0.0
103,02/19/2022,Tarleton State,Chicago State,-7.0,Tarleton State Wins By 5.2,51.42%,100,131.0,135.0,100.0,Over 131.0,54.06%,Chicago State +7.0,1.4%,0.7%,3.9%,79-60,0.0,1.0
104,02/19/2022,Nicholls State,Houston Baptist,-12.5,Nicholls State Wins By 11.0,51.42%,-115,146.5,152.3,-110.0,Over 146.5,56.35%,Houston Baptist +12.5,-2.%,-1.%,1.6%,84-70,0.0,1.0
105,02/19/2022,UT Arlington,Arkansas State,-2.5,UT Arlington Wins By 2.7,51.42%,-110,135.5,139.2,-110.0,Over 135.5,56.35%,UT Arlington -2.5,-1.%,-0.%,1.6%,49-58,0.0,0.0
106,02/19/2022,Valparaiso,Evansville,-3.0,Valparaiso Wins By 2.7,51.42%,-105,124.5,132.4,-110.0,Over 124.5,54.06%,Evansville +3.0,0.2%,0.1%,1.6%,72-56,0.0,1.0
107,02/19/2022,Howard,Morgan State,-6.0,Howard Wins By 7.9,55.25%,-115,154.5,153.1,-115.0,Under 154.5,54.76%,Howard -6.0,1.9%,0.8%,0.4%,68-66,0.0,1.0
108,02/19/2022,Brown,Penn,-1.0,Brown Wins By 2.2,51.42%,-110,141.5,141.1,-115.0,Under 141.5,56.35%,Brown -1.0,-1.%,-0.%,0.4%,88-89,0.0,0.0
109,02/19/2022,Winthrop,UNC Asheville,-2.0,UNC Asheville Wins By 2.3,51.42%,-110,140.0,137.6,-110.0,Under 140.0,56.35%,UNC Asheville +2.0,-1.%,-0.%,1.6%,84-79,0.0,0.0
110,02/19/2022,Norfolk State,Coppin State,-2.5,Norfolk State Wins By 2.4,51.42%,-110,144.5,147.7,-110.0,Over 144.5,54.06%,Coppin State +2.5,-1.%,-0.%,1.6%,89-59,0.0,1.0
111,02/19/2022,Radford,High Point,-2.5,High Point Wins By 1.0,51.42%,-105,130.5,129.2,-120.0,Under 130.5,54.06%,High Point +2.5,0.2%,0.1%,-0.%,66-64,1.0,1.0
112,02/19/2022,Stony Brook,Hartford,-3.5,Stony Brook Wins By 5.7,51.42%,-110,146.5,145.8,-110.0,Under 146.5,56.35%,Stony Brook -3.5,-1.%,-0.%,1.6%,88-82,1.0,0.0
113,02/19/2022,Bowling Green,Ball State,-3.5,Bowling Green Wins By 2.7,51.42%,-110,163.5,162.8,-110.0,Under 163.5,56.35%,Ball State +3.5,-1.%,-0.%,1.6%,82-91,1.0,0.0
114,02/19/2022,Marshall,Charlotte,-2.5,Marshall Wins By 1.5,51.42%,-115,146.5,140.7,-110.0,Under 146.5,56.35%,Charlotte +2.5,-2.%,-1.%,1.6%,84-99,1.0,0.0
115,02/19/2022,New Orleans,McNeese State,-6.5,New Orleans Wins By 5.2,51.42%,-110,153.5,155.2,-105.0,Over 153.5,56.35%,McNeese State +6.5,-1.%,-0.%,2.7%,88-75,0.0,1.0
116,02/19/2022,USC Upstate,Charleston Southern,-5.5,USC Upstate Wins By 5.0,51.42%,-110,146.5,140.9,-105.0,Under 146.5,54.06%,Charleston Southern +5.5,-1.%,-0.%,2.7%,78-73,1.0,0.0
117,02/19/2022,Rice,FIU,-1.0,FIU Wins By 1.5,51.42%,-110,146.0,137.1,-110.0,Under 146.0,56.35%,FIU +1.0,-1.%,-0.%,1.6%,78-80,1.0,0.0
118,02/19/2022,Dartmouth,Columbia,-12.0,Dartmouth Wins By 9.0,51.42%,-105,135.5,134.7,-110.0,Under 135.5,56.35%,Columbia +12.0,0.2%,0.1%,1.6%,79-50,0.0,1.0
119,02/19/2022,Texas A&M Corpus Chris,Northwestern State,-6.5,Texas A&M Corpus Chris Wins By 7.1,51.42%,-125,153.0,152.5,-110.0,Under 153.0,56.35%,Texas A&M Corpus Chris -6.5,-4.%,-2.%,1.6%,83-76,1.0,0.0
120,02/19/2022,North Carolina Central,Delaware State,-14.0,North Carolina Central Wins By 12.6,51.42%,-115,130.0,133.8,-120.0,Over 130.0,56.35%,Delaware State +14.0,-2.%,-1.%,-0.%,84-79,1.0,1.0
121,02/19/2022,Niagara,Canisius,-1.5,Canisius Wins By 1.4,51.42%,-110,136.0,139.1,-110.0,Over 136.0,56.35%,Canisius +1.5,-1.%,-0.%,1.6%,65-54,0.0,0.0
122,02/19/2022,Tennessee Tech,Austin Peay,-1.0,Austin Peay Wins By 1.1,51.42%,-105,135.5,138.0,-110.0,Over 135.5,56.35%,Austin Peay +1.0,0.2%,0.1%,1.6%,73-69,0.0,1.0
123,02/19/2022,Tennessee State,Eastern Illinois,-11.0,Tennessee State Wins By 10.7,51.42%,-110,129.5,128.3,-115.0,Under 129.5,56.35%,Eastern Illinois +11.0,-1.%,-0.%,0.4%,63-49,0.0,1.0
124,02/19/2022,Lipscomb,North Alabama,-1.5,North Alabama Wins By 1.5,51.42%,-110,144.5,141.4,-110.0,Under 144.5,56.35%,North Alabama +1.5,-1.%,-0.%,1.6%,75-72,0.0,0.0
125,02/19/2022,Merrimack,Sacred Heart,-5.5,Merrimack Wins By 5.3,51.42%,-105,131.0,131.0,-115.0,Under 131.0,56.35%,Sacred Heart +5.5,0.2%,0.1%,0.4%,80-79,1.0,0.0
126,02/19/2022,Eastern Kentucky,Central Arkansas,-4.0,Central Arkansas Wins By 1.5,51.42%,-110,162.5,161.3,-110.0,Under 162.5,56.35%,Central Arkansas +4.0,-1.%,-0.%,1.6%,76-83,1.0,1.0
