,Date,Favored Team,Underdog Team,Favored Spread,Predicted Outcome,Confidence,Vig,Over Under,Predicted Total,Over Under Vig,Over Under Bet To Take,Over Under Conf,Spread Bet To Take,Half Kelly,Quarter Kelly,Over Under H Kelly,Final Score,Spread Cover,Over Cover
139,11/21/2021,Furman,Navy,-9.5,Furman Wins By 6.1,51.42%,-110,,,,,,Navy +9.5,-1.%,-0.%,,66-77,1.0,
140,11/21/2021,Marshall,Jackson State,-15.0,Marshall Wins By 7.3,55.25%,-105,,,,,,Jackson State +15.0,4.1%,2.1%,,80-66,1.0,
141,11/21/2021,Massachusetts,Ball State,-7.5,Massachusetts Wins By 5.5,55.25%,-110,,,,,,Ball State +7.5,3.0%,1.5%,,86-89,1.0,
142,11/21/2021,Oregon State,Princeton,-5.5,Oregon State Wins By 4.4,55.25%,-115,,,,,,Princeton +5.5,1.9%,0.8%,,80-81,1.0,
143,11/21/2021,Longwood,Western Carolina,-8.5,Longwood Wins By 14.0,57.32%,-110,,,,,,Longwood -8.5,5.2%,2.6%,,53-64,0.0,
144,11/21/2021,Wofford,Georgia Southern,-7.0,Wofford Wins By 4.4,55.25%,-110,,,,,,Georgia Southern +7.0,3.0%,1.5%,,70-52,0.0,
145,11/21/2021,Iowa State,Grambling State,-16.0,Iowa State Wins By 9.3,57.32%,-110,,,,,,Grambling State +16.0,5.2%,2.6%,,82-47,0.0,
146,11/21/2021,Southern Miss,Lamar,-5.0,Southern Miss Wins By 7.9,57.32%,-110,,,,,,Southern Miss -5.0,5.2%,2.6%,,82-75,1.0,
147,11/21/2021,Sam Houston State,Little Rock,-3.5,Sam Houston State Wins By 7.1,57.32%,-110,,,,,,Sam Houston State -3.5,5.2%,2.6%,,77-59,1.0,
148,11/21/2021,UNC Greensboro,FIU,-2.0,UNC Greensboro Wins By 4.1,55.25%,-115,,,,,,UNC Greensboro -2.0,1.9%,0.8%,,71-74,0.0,
149,11/21/2021,Cal Baptist,Northern Colorado,-2.0,Cal Baptist Wins By 4.2,57.32%,-105,,,,,,Cal Baptist -2.0,6.3%,3.1%,,74-70,1.0,
150,11/21/2021,South Dakota,Tennessee State,-7.0,South Dakota Wins By 7.5,57.32%,-105,,,,,,South Dakota -7.0,6.3%,3.1%,,83-66,1.0,
151,11/21/2021,UTSA,Texas A&M Corpus Chris,-8.0,UTSA Wins By 6.4,51.42%,-110,,,,,,Texas A&M Corpus Chris +8.0,-1.%,-0.%,,58-77,1.0,
152,11/21/2021,Howard,William & Mary,-4.0,Howard Wins By 5.7,57.32%,-110,,,,,,Howard -4.0,5.2%,2.6%,,82-76,1.0,
153,11/21/2021,Niagara,Youngstown State,-2.5,Youngstown State Wins By 2.2,51.42%,100,,,,,,Youngstown State +2.5,1.4%,0.7%,,58-53,0.0,
154,11/21/2021,Air Force,Bethune Cookman,-10.5,Air Force Wins By 4.7,57.32%,-105,,,,,,Bethune Cookman +10.5,6.3%,3.1%,,73-65,1.0,
155,11/21/2021,North Dakota,Tennessee Martin,-3.0,North Dakota Wins By 6.5,57.32%,-110,,,,,,North Dakota -3.0,5.2%,2.6%,,72-77,0.0,
156,11/21/2021,Denver,Houston Baptist,-5.0,Denver Wins By 7.9,57.32%,-110,,,,,,Denver -5.0,5.2%,2.6%,,74-61,1.0,
157,11/20/2021,Purdue,North Carolina,-7.5,Purdue Wins By 8.8,57.32%,-110,,,,,,Purdue -7.5,5.2%,2.6%,,93-84,1.0,
158,11/20/2021,Texas,San Jose State,-28.5,Texas Wins By 21.5,50.35%,-110,,,,,,San Jose State +28.5,-2.%,-1.%,,79-45,0.0,
159,11/20/2021,Baylor,Stanford,-14.0,Baylor Wins By 11.9,57.32%,-115,,,,,,Stanford +14.0,4.1%,2.1%,,86-48,0.0,
160,11/20/2021,Connecticut,Binghamton,-31.5,Connecticut Wins By 25.7,57.32%,-115,,,,,,Binghamton +31.5,4.1%,2.1%,,87-63,1.0,
161,11/20/2021,Michigan State,Eastern Michigan,-23.0,Michigan State Wins By 20.2,57.32%,-105,,,,,,Eastern Michigan +23.0,6.3%,3.1%,,83-59,0.0,
162,11/20/2021,Texas Tech,Incarnate Word,-30.0,Texas Tech Wins By 23.3,57.32%,100,,,,,,Incarnate Word +30.0,7.3%,3.6%,,84-62,1.0,
163,11/20/2021,Louisville,Detroit,-16.5,Louisville Wins By 17.9,50.35%,-110,,,,,,Louisville -16.5,-2.%,-1.%,,73-67,0.0,
164,11/20/2021,San Diego State,UT Arlington,-19.5,San Diego State Wins By 20.2,57.32%,-110,,,,,,San Diego State -19.5,5.2%,2.6%,,68-62,0.0,
165,11/20/2021,UCF,Evansville,-8.0,UCF Wins By 9.7,50.35%,-110,,,,,,UCF -8.0,-2.%,-1.%,,75-59,1.0,
166,11/20/2021,Syracuse,Colgate,-10.5,Syracuse Wins By 7.1,55.25%,-110,,,,,,Colgate +10.5,3.0%,1.5%,,85-100,1.0,
167,11/20/2021,Rhode Island,Tulsa,-3.5,Rhode Island Wins By 3.9,57.32%,-115,,,,,,Rhode Island -3.5,4.1%,2.1%,,71-77,0.0,
168,11/20/2021,Buffalo,Rider,-16.0,Buffalo Wins By 11.3,50.35%,-105,,,,,,Rider +16.0,-0.%,-0.%,,87-65,0.0,
169,11/20/2021,VCU,Chattanooga,-4.5,VCU Wins By 4.8,57.32%,-105,,,,,,VCU -4.5,6.3%,3.1%,,54-56,0.0,
170,11/20/2021,Colorado,Duquesne,-10.0,Colorado Wins By 9.9,57.32%,-105,,,,,,Duquesne +10.0,6.3%,3.1%,,84-76,1.0,
171,11/20/2021,Wake Forest,North Carolina A&T,-15.0,Wake Forest Wins By 14.5,57.32%,-110,,,,,,North Carolina A&T +15.0,5.2%,2.6%,,87-63,0.0,
172,11/20/2021,Liberty,Manhattan,-13.0,Liberty Wins By 9.0,57.32%,-105,,,,,,Manhattan +13.0,6.3%,3.1%,,60-76,1.0,
173,11/20/2021,Vanderbilt,Winthrop,-8.5,Vanderbilt Wins By 8.6,57.32%,-105,,,,,,Vanderbilt -8.5,6.3%,3.1%,,77-63,1.0,
174,11/20/2021,Saint Louis,Mercer,-10.0,Saint Louis Wins By 10.3,57.32%,-110,,,,,,Saint Louis -10.0,5.2%,2.6%,,75-58,1.0,
175,11/20/2021,Utah,Boston College,-7.5,Utah Wins By 2.2,57.32%,-110,,,,,,Boston College +7.5,5.2%,2.6%,,68-61,1.0,
176,11/20/2021,Iona,North Alabama,-13.5,Iona Wins By 12.5,57.32%,-110,,,,,,North Alabama +13.5,5.2%,2.6%,,81-65,0.0,
177,11/20/2021,UC Irvine,Pepperdine,-10.5,UC Irvine Wins By 7.7,55.25%,-110,,,,,,Pepperdine +10.5,3.0%,1.5%,,82-48,0.0,
178,11/20/2021,Georgia State,William & Mary,-14.0,Georgia State Wins By 13.3,57.32%,-105,,,,,,William & Mary +14.0,6.3%,3.1%,,77-59,0.0,
179,11/20/2021,Eastern Kentucky,Albany,-11.0,Eastern Kentucky Wins By 11.9,51.42%,-115,,,,,,Eastern Kentucky -11.0,-2.%,-1.%,,77-64,1.0,
180,11/20/2021,Texas State,Eastern Washington,-7.5,Texas State Wins By 8.4,55.25%,-110,,,,,,Texas State -7.5,3.0%,1.5%,,81-74,0.0,
181,11/20/2021,Cleveland State,Canisius,-7.5,Cleveland State Wins By 8.2,55.25%,-110,,,,,,Cleveland State -7.5,3.0%,1.5%,,80-70,1.0,
182,11/20/2021,Dayton,Austin Peay,-13.5,Dayton Wins By 8.2,55.25%,-110,,,,,,Austin Peay +13.5,3.0%,1.5%,,81-87,1.0,
183,11/20/2021,Navy,Radford,-6.5,Navy Wins By 6.9,55.25%,-120,,,,,,Navy -6.5,0.8%,0.4%,,47-33,1.0,
184,11/20/2021,Longwood,UMBC,-2.5,Longwood Wins By 6.1,51.42%,-115,,,,,,Longwood -2.5,-2.%,-1.%,,82-55,1.0,
185,11/20/2021,Bryant,Bethune Cookman,-17.5,Bryant Wins By 12.8,57.32%,-115,,,,,,Bethune Cookman +17.5,4.1%,2.1%,,75-81,1.0,
186,11/20/2021,Florida Atlantic,North Dakota,-9.0,Florida Atlantic Wins By 8.1,51.42%,-110,,,,,,North Dakota +9.0,-1.%,-0.%,,98-79,0.0,
187,11/20/2021,Montana,Nebraska Omaha,-12.5,Montana Wins By 12.4,57.32%,100,,,,,,Nebraska Omaha +12.5,7.3%,3.6%,,68-47,0.0,
188,11/20/2021,New Mexico,Montana State,-2.0,New Mexico Wins By 3.7,57.32%,-115,,,,,,New Mexico -2.0,4.1%,2.1%,,81-78,1.0,
189,11/20/2021,Georgia Southern,Hampton,-9.5,Georgia Southern Wins By 8.8,57.32%,-105,,,,,,Hampton +9.5,6.3%,3.1%,,86-66,0.0,
190,11/20/2021,La Salle,Army,-4.5,La Salle Wins By 5.6,57.32%,-120,,,,,,La Salle -4.5,3.1%,1.5%,,61-58,0.0,
191,11/20/2021,Troy,Tennessee Martin,-8.0,Troy Wins By 11.3,57.32%,-110,,,,,,Troy -8.0,5.2%,2.6%,,80-67,1.0,
192,11/20/2021,Quinnipiac,Central Connecticut,-13.0,Quinnipiac Wins By 11.9,51.42%,-110,,,,,,Central Connecticut +13.0,-1.%,-0.%,,76-65,1.0,
193,11/20/2021,Niagara,St. Thomas,-8.0,Niagara Wins By 4.9,57.32%,-110,,,,,,St. Thomas +8.0,5.2%,2.6%,,67-76,1.0,
194,11/20/2021,UC San Diego,Sacramento State,-4.5,UC San Diego Wins By 2.7,57.32%,-105,,,,,,Sacramento State +4.5,6.3%,3.1%,,71-56,0.0,
195,11/20/2021,Fairfield,Sacred Heart,-2.0,Sacred Heart Wins By 0.7,51.42%,-110,,,,,,Sacred Heart +2.0,-1.%,-0.%,,71-61,0.0,
196,11/20/2021,High Point,Howard,-4.0,Howard Wins By 4.3,57.32%,-110,,,,,,Howard +4.0,5.2%,2.6%,,73-63,0.0,
197,11/20/2021,Portland,Morgan State,-3.5,Portland Wins By 2.1,57.32%,-105,,,,,,Morgan State +3.5,6.3%,3.1%,,74-63,0.0,
198,11/20/2021,American,Western Carolina,-2.0,American Wins By 3.0,55.25%,-105,,,,,,American -2.0,4.1%,2.1%,,79-80,0.0,
199,11/20/2021,Air Force,Holy Cross,-5.5,Air Force Wins By 2.3,57.32%,100,,,,,,Holy Cross +5.5,7.3%,3.6%,,72-53,0.0,
200,11/20/2021,Alabama State,North Carolina Central,-2.0,Alabama State Wins By 1.6,57.32%,-105,,,,,,North Carolina Central +2.0,6.3%,3.1%,,80-74,0.0,
201,11/19/2021,Gonzaga,Bellarmine,-4.5,Gonzaga Wins By 28.8,50.35%,-110,,,,,,Gonzaga -4.5,-2.%,-1.%,,92-50,1.0,
202,11/19/2021,Memphis,Western Kentucky,-14.5,Memphis Wins By 20.8,57.32%,-110,,,,,,Memphis -14.5,5.2%,2.6%,,74-62,0.0,
203,11/19/2021,Michigan,UNLV,-12.5,Michigan Wins By 11.0,50.35%,-110,,,,,,UNLV +12.5,-2.%,-1.%,,74-61,0.0,
204,11/19/2021,Duke,Lafayette,-32.5,Duke Wins By 27.8,57.32%,-110,,,,,,Lafayette +32.5,5.2%,2.6%,,88-55,0.0,
205,11/19/2021,Arizona,Wichita State,-8.5,Arizona Wins By 6.7,57.32%,-110,,,,,,Wichita State +8.5,5.2%,2.6%,,82-78,1.0,
206,11/19/2021,Alabama,Oakland,-16.0,Alabama Wins By 16.8,57.32%,-105,,,,,,Alabama -16.0,6.3%,3.1%,,86-59,1.0,
207,11/19/2021,Kentucky,Ohio,-12.0,Kentucky Wins By 7.3,55.25%,-110,,,,,,Ohio +12.0,3.0%,1.5%,,77-59,0.0,
208,11/19/2021,Auburn,South Florida,-13.0,Auburn Wins By 16.7,57.32%,-110,,,,,,Auburn -13.0,5.2%,2.6%,,58-52,0.0,
209,11/19/2021,St. Bonaventure,Clemson,-3.0,St. Bonaventure Wins By 2.5,55.25%,-120,,,,,,Clemson +3.0,0.8%,0.4%,,68-65,1.0,
210,11/19/2021,Oklahoma,Indiana State,-12.0,Oklahoma Wins By 8.9,55.25%,-105,,,,,,Indiana State +12.0,4.1%,2.1%,,87-63,0.0,
211,11/19/2021,West Virginia,Marquette,-5.0,West Virginia Wins By 4.8,57.32%,-110,,,,,,Marquette +5.0,5.2%,2.6%,,71-82,1.0,
212,11/19/2021,Maryland,Hofstra,-11.0,Maryland Wins By 11.5,55.25%,-110,,,,,,Maryland -11.0,3.0%,1.5%,,69-67,0.0,
213,11/19/2021,Belmont,Kennesaw State,-16.0,Belmont Wins By 10.8,51.42%,-120,,,,,,Kennesaw State +16.0,-3.%,-1.%,,97-78,0.0,
214,11/19/2021,Georgia Tech,Georgia,-3.5,Georgia Tech Wins By 5.3,51.42%,-105,,,,,,Georgia Tech -3.5,0.2%,0.1%,,88-78,1.0,
215,11/19/2021,Santa Clara,Cal Poly,-15.5,Santa Clara Wins By 16.9,57.32%,-110,,,,,,Santa Clara -15.5,5.2%,2.6%,,87-57,1.0,
216,11/19/2021,George Mason,James Madison,-3.0,George Mason Wins By 3.4,57.32%,-110,,,,,,George Mason -3.0,5.2%,2.6%,,64-67,0.0,
217,11/19/2021,Creighton,Brown,-10.5,Creighton Wins By 9.4,57.32%,-115,,,,,,Brown +10.5,4.1%,2.1%,,78-57,0.0,
218,11/19/2021,Vermont,Yale,-5.0,Vermont Wins By 6.3,55.25%,-110,,,,,,Vermont -5.0,3.0%,1.5%,,61-53,1.0,
219,11/19/2021,Virginia,Coppin State,-25.0,Virginia Wins By 15.5,57.32%,-105,,,,,,Coppin State +25.0,6.3%,3.1%,,68-52,1.0,
220,11/19/2021,Nebraska,Idaho State,-12.0,Nebraska Wins By 11.9,57.32%,-105,,,,,,Idaho State +12.0,6.3%,3.1%,,78-60,0.0,
221,11/19/2021,San Diego,Cal St. Fullerton,-6.5,San Diego Wins By 8.1,55.25%,-110,,,,,,San Diego -6.5,3.0%,1.5%,,55-57,0.0,
222,11/19/2021,Furman,Radford,-15.5,Furman Wins By 13.0,57.32%,100,,,,,,Radford +15.5,7.3%,3.6%,,81-64,0.0,
223,11/19/2021,Louisiana Tech,Northwestern State,-15.0,Louisiana Tech Wins By 9.7,51.42%,-105,,,,,,Northwestern State +15.0,0.2%,0.1%,,83-64,0.0,
224,11/19/2021,Davidson,Penn,-8.0,Davidson Wins By 5.2,55.25%,-105,,,,,,Penn +8.0,4.1%,2.1%,,72-60,0.0,
225,11/19/2021,Weber State,Ball State,-10.0,Weber State Wins By 6.7,55.25%,-110,,,,,,Ball State +10.0,3.0%,1.5%,,85-74,0.0,
226,11/19/2021,Massachusetts,UNC Greensboro,-4.0,Massachusetts Wins By 4.0,55.25%,-115,,,,,,Massachusetts -4.0,1.9%,0.8%,,93-90,0.0,
227,11/19/2021,Duquesne,Northeastern,-1.0,Northeastern Wins By 4.1,57.32%,-110,,,,,,Northeastern +1.0,5.2%,2.6%,,55-71,1.0,
228,11/19/2021,Texas State,Dixie State,-8.0,Texas State Wins By 5.9,57.32%,-110,,,,,,Dixie State +8.0,5.2%,2.6%,,85-65,0.0,
229,11/19/2021,Georgetown,Siena,-15.5,Georgetown Wins By 9.5,57.32%,-115,,,,,,Siena +15.5,4.1%,2.1%,,83-65,0.0,
230,11/19/2021,East Carolina,Old Dominion,-2.0,East Carolina Wins By 2.0,55.25%,-115,,,,,,East Carolina -2.0,1.9%,0.8%,,73-60,1.0,
231,11/19/2021,Rice,New Orleans,-7.0,Rice Wins By 2.5,51.42%,-105,,,,,,New Orleans +7.0,0.2%,0.1%,,83-78,1.0,
232,11/19/2021,Merrimack,Lehigh,-6.5,Merrimack Wins By 6.5,57.32%,-105,,,,,,Merrimack -6.5,6.3%,3.1%,,55-45,1.0,
233,11/19/2021,South Dakota,Southern,-6.5,South Dakota Wins By 6.7,57.32%,100,,,,,,South Dakota -6.5,7.3%,3.6%,,71-68,0.0,
234,11/19/2021,Troy,North Dakota,-4.0,Troy Wins By 6.1,57.32%,-115,,,,,,Troy -4.0,4.1%,2.1%,,72-74,0.0,
235,11/19/2021,Pittsburgh,Towson,-6.0,Pittsburgh Wins By 3.5,57.32%,-110,,,,,,Towson +6.0,5.2%,2.6%,,63-59,1.0,
236,11/19/2021,Bowling Green,Norfolk State,-8.0,Bowling Green Wins By 3.9,65.96%,-105,,,,,,Norfolk State +8.0,15.%,7.6%,,84-90,1.0,
237,11/19/2021,Fordham,Maryland Eastern Shore,-14.0,Fordham Wins By 16.5,51.42%,-105,,,,,,Fordham -14.0,0.2%,0.1%,,73-75,0.0,
238,11/19/2021,Stetson,Lamar,-1.0,Stetson Wins By 1.4,51.42%,-115,,,,,,Stetson -1.0,-2.%,-1.%,,60-59,1.0,
239,11/19/2021,Robert Morris,Mount St. Mary's,-4.5,Robert Morris Wins By 4.0,51.42%,-115,,,,,,Mount St. Mary's +4.5,-2.%,-1.%,,70-74,1.0,
240,11/19/2021,FIU,Green Bay,-4.5,FIU Wins By 4.2,57.32%,-110,,,,,,Green Bay +4.5,5.2%,2.6%,,63-60,1.0,
241,11/19/2021,George Washington,UMass Lowell,-4.5,George Washington Wins By 1.4,51.42%,-110,,,,,,UMass Lowell +4.5,-1.%,-0.%,,56-67,1.0,
242,11/19/2021,Eastern Washington,Cal St. Northridge,-1.5,Cal St. Northridge Wins By 2.1,51.42%,-110,,,,,,Cal St. Northridge +1.5,-1.%,-0.%,,67-64,0.0,
243,11/19/2021,Youngstown State,St. Thomas,-10.5,St. Thomas Wins By 1.9,57.32%,-110,,,,,,St. Thomas +10.5,5.2%,2.6%,,79-75,1.0,
244,11/17/2021,UCLA,North Florida,-25.0,UCLA Wins By 27.2,57.32%,-115,,,,,,UCLA -25.0,4.1%,2.1%,,98-63,1.0,
245,11/17/2021,Texas,Northern Colorado,-22.0,Texas Wins By 18.3,57.32%,-110,,,,,,Northern Colorado +22.0,5.2%,2.6%,,62-49,1.0,
246,11/17/2021,Baylor,Central Arkansas,-34.5,Baylor Wins By 30.0,57.32%,-110,,,,,,Central Arkansas +34.5,5.2%,2.6%,,92-47,0.0,
247,11/17/2021,Connecticut,LIU Brooklyn,-28.0,Connecticut Wins By 26.5,57.32%,-110,,,,,,LIU Brooklyn +28.0,5.2%,2.6%,,93-40,0.0,
248,11/17/2021,Michigan State,Butler,-3.0,Michigan State Wins By 2.8,50.35%,-105,,,,,,Butler +3.0,6.3%,3.1%,,73-52,0.0,
249,11/17/2021,Indiana,St. John's,-4.5,Indiana Wins By 6.5,57.32%,-115,,,,,,Indiana -4.5,4.1%,2.1%,,76-74,0.0,
250,11/17/2021,Florida State,Tulane,-16.5,Florida State Wins By 12.6,57.32%,-110,,,,,,Tulane +16.5,5.2%,2.6%,,59-54,1.0,
251,11/17/2021,Oklahoma State,North Carolina State,-3.5,Oklahoma State Wins By 4.9,55.25%,-110,,,,,,Oklahoma State -3.5,5.2%,2.6%,,74-68,1.0,
252,11/17/2021,Maryland,George Mason,-9.5,Maryland Wins By 8.6,57.32%,-115,,,,,,George Mason +9.5,4.1%,2.1%,,66-71,1.0,
253,11/17/2021,Mississippi State,Detroit,-15.5,Mississippi State Wins By 20.1,57.32%,-110,,,,,,Mississippi State -15.5,5.2%,2.6%,,77-64,0.0,
254,11/17/2021,Saint Mary's,Bellarmine,-16.0,Saint Mary's Wins By 16.2,57.32%,-110,,,,,,Saint Mary's -16.0,5.2%,2.6%,,73-64,0.0,
255,11/17/2021,Arkansas,Northern Iowa,-12.5,Arkansas Wins By 10.7,57.32%,-105,,,,,,Northern Iowa +12.5,6.3%,3.1%,,93-80,0.0,
256,11/17/2021,Vanderbilt,VCU,-5.0,Vanderbilt Wins By 7.5,57.32%,-105,,,,,,Vanderbilt -5.0,6.3%,3.1%,,37-48,0.0,
257,11/17/2021,Rhode Island,Boston College,-5.5,Rhode Island Wins By 4.9,55.25%,-110,,,,,,Boston College +5.5,5.2%,2.6%,,57-49,0.0,
258,11/17/2021,Stanford,Valparaiso,-13.5,Stanford Wins By 8.9,55.25%,-110,,,,,,Valparaiso +13.5,5.2%,2.6%,,74-60,0.0,
259,11/17/2021,Grand Canyon,Prairie View A&M,-12.5,Grand Canyon Wins By 12.5,57.32%,-110,,,,,,Grand Canyon -12.5,5.2%,2.6%,,91-64,1.0,
260,11/17/2021,San Diego,UC Riverside,-3.5,San Diego Wins By 2.1,55.25%,-110,,,,,,UC Riverside +3.5,5.2%,2.6%,,74-62,0.0,
261,11/17/2021,Dayton,Lipscomb,-10.0,Dayton Wins By 6.8,55.25%,-110,,,,,,Lipscomb +10.0,5.2%,2.6%,,59-78,1.0,
262,11/17/2021,Merrimack,Army,-1.5,Merrimack Wins By 4.9,57.32%,-110,,,,,,Merrimack -1.5,5.2%,2.6%,,51-74,0.0,
263,11/17/2021,Delaware,La Salle,-7.0,Delaware Wins By 6.6,51.42%,-110,,,,,,La Salle +7.0,5.2%,2.6%,,85-82,1.0,
264,11/17/2021,Wagner,Saint Peter's,-3.5,Wagner Wins By 4.6,57.32%,-105,,,,,,Wagner -3.5,6.3%,3.1%,,,,
265,11/17/2021,Princeton,Marist,-7.0,Princeton Wins By 2.5,51.42%,-110,,,,,,Marist +7.0,5.2%,2.6%,,80-61,0.0,
266,11/17/2021,Pepperdine,UC Davis,-1.0,Pepperdine Wins By 2.5,51.42%,-105,,,,,,Pepperdine -1.0,6.3%,3.1%,,72-67,1.0,
267,11/17/2021,Rider,Bucknell,-2.0,Rider Wins By 3.0,51.42%,100,,,,,,Rider -2.0,7.3%,3.6%,,74-81,0.0,
268,11/17/2021,Texas Southern,Air Force,-3.5,Texas Southern Wins By 3.7,57.32%,-105,,,,,,Texas Southern -3.5,6.3%,3.1%,,57-61,0.0,
269,11/17/2021,UTSA,IUPUI,-9.5,UTSA Wins By 10.5,51.42%,-110,,,,,,UTSA -9.5,5.2%,2.6%,,60-57,0.0,
270,11/17/2021,UMass Lowell,Central Connecticut,-8.5,UMass Lowell Wins By 6.4,57.32%,-105,,,,,,Central Connecticut +8.5,6.3%,3.1%,,77-53,0.0,
271,11/17/2021,Long Beach State,Utah Valley,-3.0,Long Beach State Wins By 1.8,57.32%,-110,,,,,,Utah Valley +3.0,5.2%,2.6%,,78-84,1.0,
272,11/17/2021,Binghamton,Columbia,-2.5,Binghamton Wins By 2.2,51.42%,-110,,,,,,Columbia +2.5,5.2%,2.6%,,77-85,1.0,
273,11/17/2021,Texas A&M Corpus Chris,Denver,-2.5,Denver Wins By 1.9,65.96%,-105,,,,,,Denver +2.5,6.3%,3.1%,,69-67,1.0,
274,11/17/2021,UCLA,North Florida,-25.0,UCLA Wins By 27.2,57.32%,-115,,,,,,UCLA -25.0,4.1%,2.1%,,98-63,1.0,
275,11/17/2021,Texas,Northern Colorado,-22.0,Texas Wins By 18.3,57.32%,-110,,,,,,Northern Colorado +22.0,5.2%,2.6%,,62-49,1.0,
276,11/17/2021,Baylor,Central Arkansas,-34.5,Baylor Wins By 30.0,57.32%,-110,,,,,,Central Arkansas +34.5,5.2%,2.6%,,92-47,0.0,
277,11/17/2021,Connecticut,LIU Brooklyn,-28.0,Connecticut Wins By 26.5,57.32%,-110,,,,,,LIU Brooklyn +28.0,5.2%,2.6%,,93-40,0.0,
278,11/17/2021,Michigan State,Butler,-3.0,Michigan State Wins By 2.8,50.35%,-105,,,,,,Butler +3.0,6.3%,3.1%,,73-52,0.0,
279,11/17/2021,Indiana,St. John's,-4.5,Indiana Wins By 6.5,57.32%,-115,,,,,,Indiana -4.5,4.1%,2.1%,,76-74,0.0,
280,11/17/2021,Florida State,Tulane,-16.5,Florida State Wins By 12.6,57.32%,-110,,,,,,Tulane +16.5,5.2%,2.6%,,59-54,1.0,
281,11/17/2021,Oklahoma State,North Carolina State,-3.5,Oklahoma State Wins By 4.9,55.25%,-110,,,,,,Oklahoma State -3.5,5.2%,2.6%,,74-68,1.0,
282,11/17/2021,Maryland,George Mason,-9.5,Maryland Wins By 8.6,57.32%,-115,,,,,,George Mason +9.5,4.1%,2.1%,,66-71,1.0,
283,11/17/2021,Mississippi State,Detroit,-15.5,Mississippi State Wins By 20.1,57.32%,-110,,,,,,Mississippi State -15.5,5.2%,2.6%,,77-64,0.0,
284,11/17/2021,Saint Mary's,Bellarmine,-16.0,Saint Mary's Wins By 16.2,57.32%,-110,,,,,,Saint Mary's -16.0,5.2%,2.6%,,73-64,0.0,
285,11/17/2021,Arkansas,Northern Iowa,-12.5,Arkansas Wins By 10.7,57.32%,-105,,,,,,Northern Iowa +12.5,6.3%,3.1%,,93-80,0.0,
286,11/17/2021,Vanderbilt,VCU,-5.0,Vanderbilt Wins By 7.5,57.32%,-105,,,,,,Vanderbilt -5.0,6.3%,3.1%,,37-48,0.0,
287,11/17/2021,Rhode Island,Boston College,-5.5,Rhode Island Wins By 4.9,55.25%,-110,,,,,,Boston College +5.5,5.2%,2.6%,,57-49,0.0,
288,11/17/2021,Stanford,Valparaiso,-13.5,Stanford Wins By 8.9,55.25%,-110,,,,,,Valparaiso +13.5,5.2%,2.6%,,74-60,0.0,
289,11/17/2021,Grand Canyon,Prairie View A&M,-12.5,Grand Canyon Wins By 12.5,57.32%,-110,,,,,,Grand Canyon -12.5,5.2%,2.6%,,91-64,1.0,
290,11/17/2021,San Diego,UC Riverside,-3.5,San Diego Wins By 2.1,55.25%,-110,,,,,,UC Riverside +3.5,5.2%,2.6%,,74-62,0.0,
291,11/17/2021,Dayton,Lipscomb,-10.0,Dayton Wins By 6.8,55.25%,-110,,,,,,Lipscomb +10.0,5.2%,2.6%,,59-78,1.0,
292,11/17/2021,Merrimack,Army,-1.5,Merrimack Wins By 4.9,57.32%,-110,,,,,,Merrimack -1.5,5.2%,2.6%,,51-74,0.0,
293,11/17/2021,Delaware,La Salle,-7.0,Delaware Wins By 6.6,51.42%,-110,,,,,,La Salle +7.0,5.2%,2.6%,,85-82,1.0,
294,11/17/2021,Wagner,Saint Peter's,-3.5,Wagner Wins By 4.6,57.32%,-105,,,,,,Wagner -3.5,6.3%,3.1%,,,,
295,11/17/2021,Princeton,Marist,-7.0,Princeton Wins By 2.5,51.42%,-110,,,,,,Marist +7.0,5.2%,2.6%,,80-61,0.0,
296,11/17/2021,Pepperdine,UC Davis,-1.0,Pepperdine Wins By 2.5,51.42%,-105,,,,,,Pepperdine -1.0,6.3%,3.1%,,72-67,1.0,
297,11/17/2021,Rider,Bucknell,-2.0,Rider Wins By 3.0,51.42%,100,,,,,,Rider -2.0,7.3%,3.6%,,74-81,0.0,
298,11/17/2021,Texas Southern,Air Force,-3.5,Texas Southern Wins By 3.7,57.32%,-105,,,,,,Texas Southern -3.5,6.3%,3.1%,,57-61,0.0,
299,11/17/2021,UTSA,IUPUI,-9.5,UTSA Wins By 10.5,51.42%,-110,,,,,,UTSA -9.5,5.2%,2.6%,,60-57,0.0,
300,11/17/2021,UMass Lowell,Central Connecticut,-8.5,UMass Lowell Wins By 6.4,57.32%,-105,,,,,,Central Connecticut +8.5,6.3%,3.1%,,77-53,0.0,
301,11/17/2021,Long Beach State,Utah Valley,-3.0,Long Beach State Wins By 1.8,57.32%,-110,,,,,,Utah Valley +3.0,5.2%,2.6%,,78-84,1.0,
302,11/17/2021,Binghamton,Columbia,-2.5,Binghamton Wins By 2.2,51.42%,-110,,,,,,Columbia +2.5,5.2%,2.6%,,77-85,1.0,
303,11/17/2021,Texas A&M Corpus Chris,Denver,-2.5,Denver Wins By 1.9,65.96%,-105,,,,,,Denver +2.5,6.3%,3.1%,,69-67,1.0,
